City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
273,alamogordo,1,US,1552955225,26,32.9,-105.96,62.01,10.29
274,comodoro rivadavia,0,AR,1552953600,78,-45.87,-67.48,60.8,9.17
275,port hawkesbury,1,CA,1552955474,73,45.62,-61.36,26.01,2.24
276,afsin,0,TR,1552955477,78,38.25,36.91,23.0,3.65
277,skibbereen,75,IE,1552953600,87,51.55,-9.27,44.6,5.82
278,grand gaube,40,MU,1552955343,88,-20.01,57.66,80.6,4.7
279,faanui,0,PF,1552955477,100,-16.48,-151.75,83.48,3.09
280,veraval,20,FR,1552955443,100,49.65,0.71,44.6,3.36
281,sanok,68,PL,1552955282,93,49.56,22.21,39.0,8.05
282,mitrofanovka,0,UA,1552955478,94,45.45,34.68,39.2,10.25
283,sarankhola,12,BD,1552955478,81,22.31,89.79,70.43,7.34
284,atuona,12,PF,1552955478,100,-9.8,-139.03,82.76,15.28
285,port hardy,20,CA,1552953600,42,50.7,-127.42,62.6,2.24
286,barcelos,0,PT,1552955256,70,41.53,-8.62,51.01,8.05
287,pato branco,20,BR,1552955304,96,-26.23,-52.67,65.3,1.52
288,sur,68,OM,1552955479,100,22.57,59.53,69.98,8.23
289,lazaro cardenas,5,MX,1552955116,26,28.39,-105.62,62.6,10.29
290,iberia,12,PE,1552955479,86,-11.41,-69.49,79.25,1.63
291,koslan,88,RU,1552955479,83,63.46,48.9,34.43,8.46
292,mwinilunga,0,ZM,1552955481,90,-11.73,24.43,63.23,2.19
293,alofi,75,NU,1552953600,74,-19.06,-169.92,84.2,8.05
294,sambava,24,MG,1552955481,100,-14.27,50.17,79.88,12.26
295,ahipara,12,NZ,1552955481,69,-35.17,173.16,74.93,5.1
296,tandil,0,AR,1552955375,74,-37.33,-59.14,60.01,7.0
297,berlevag,75,NO,1552949400,74,70.86,29.09,28.4,1.12
298,okhotsk,0,RU,1552955481,97,59.36,143.24,6.08,5.32
299,flinders,75,AU,1552955417,100,-34.58,150.85,77.0,16.11
300,fonte boa,36,BR,1552955482,87,-2.51,-66.09,77.0,3.09
301,cairns,75,AU,1552955456,88,-16.92,145.77,78.8,10.29
302,nurota,80,UZ,1552953600,71,40.56,65.69,51.8,6.93
303,verkhnyaya inta,44,RU,1552955482,84,65.99,60.32,28.85,5.44
304,golden,20,CA,1552955426,52,51.3,-116.96,44.6,1.41
305,alugan,80,PH,1552955483,96,12.22,125.48,79.25,13.04
306,saint-pierre,0,FR,1552955225,86,48.95,4.24,33.8,2.24
307,cherdakly,0,RU,1552953600,92,54.36,48.84,17.6,2.24
308,labuhan,64,ID,1552955485,93,-2.54,115.51,75.38,2.42
309,jumla,32,NP,1552955485,80,29.28,82.18,23.45,2.19
310,tabou,0,CI,1552955485,95,4.42,-7.36,84.2,13.04
311,galle,75,US,1552955482,31,29.74,-97.91,64.99,9.17
312,semporna,75,MY,1552953600,78,4.48,118.61,80.6,6.93
313,ancud,20,CL,1552953600,70,-41.87,-73.83,46.4,5.82
314,kuandian,92,CN,1552955486,66,40.73,124.78,38.57,5.44
315,sao miguel do araguaia,12,BR,1552955486,92,-13.28,-50.16,78.17,3.2
316,isangel,75,VU,1552953600,62,-19.55,169.27,89.6,11.41
317,beloha,36,MG,1552955486,89,-25.17,45.06,70.88,3.2
318,macaparana,0,BR,1552953600,83,-7.56,-35.44,75.2,5.82
319,port-gentil,40,GA,1552950000,94,-0.72,8.78,82.4,1.12
320,fortuna,0,ES,1552955486,71,38.18,-1.13,53.6,5.82
321,christchurch,32,NZ,1552955285,68,-43.53,172.64,71.01,4.7
322,port blair,0,IN,1552955482,100,11.67,92.75,82.94,5.66
323,lakhdenpokhya,92,RU,1552955462,87,61.52,30.2,36.0,3.0
324,yenagoa,0,NG,1552955488,92,4.92,6.26,77.63,5.99
325,aba,75,NG,1552953600,88,5.11,7.36,78.8,9.24
326,saldanha,0,PT,1552955489,85,41.42,-6.55,32.63,3.76
327,dalkola,32,IN,1552955489,94,25.88,87.84,57.38,2.86
328,kutulik,48,RU,1552955489,77,53.35,102.79,19.31,10.58
329,sisimiut,20,GL,1552955288,67,66.94,-53.67,-16.25,5.99
330,igarka,68,RU,1552955489,78,67.47,86.57,2.21,10.13
331,cross lanes,75,GB,1552955406,100,50.05,-5.22,50.0,5.82
332,verkhoyansk,0,RU,1552955490,31,67.55,133.39,-22.28,2.64
333,itarema,36,BR,1552955490,90,-2.92,-39.92,78.35,5.21
334,haimen,0,CN,1552955300,77,31.87,121.18,55.99,4.65
335,upernavik,24,GL,1552955490,100,72.79,-56.15,-12.47,2.98
336,namatanai,0,PG,1552955490,95,-3.66,152.44,84.29,9.13
337,buenavista,40,CO,1552953600,93,4.36,-75.74,77.0,3.36
338,avera,1,US,1552955442,26,33.19,-82.53,62.6,4.7
339,aquiraz,20,BR,1552955289,94,-3.9,-38.39,78.8,2.24
340,saint-augustin,90,FR,1552955409,100,44.83,-0.61,46.99,4.7
341,salalah,0,OM,1552949400,17,17.01,54.1,82.4,10.29
342,noumea,36,NC,1552953600,66,-22.28,166.46,84.2,6.93
343,wufeng,75,TW,1552955430,83,24.63,121.12,77.0,12.75
344,abu samrah,0,SY,1552955492,94,35.3,37.18,45.68,5.77
345,kapurthala,40,IN,1552953600,93,31.38,75.38,59.0,2.86
346,sorland,32,NO,1552955493,100,67.67,12.69,37.94,6.67
347,erenhot,0,CN,1552955493,49,43.65,111.97,37.13,10.25
348,hailey,5,US,1552954580,48,43.52,-114.32,41.0,2.08
349,tashla,0,RU,1552953600,79,53.71,49.75,24.8,2.24
350,klyuchi,44,RU,1552955494,81,52.25,79.17,11.84,5.99
351,formosa do rio preto,0,BR,1552955470,86,-11.04,-45.19,75.11,2.42
352,zonguldak,0,TR,1552955494,82,41.25,31.83,43.25,3.42
353,laguna,5,MX,1552952400,20,27.52,-110.01,82.4,10.29
354,kisanga,20,CD,1552955494,89,-11.72,27.4,63.5,2.75
355,dongsheng,0,CN,1552955494,81,29.72,112.52,55.85,9.69
356,plettenberg bay,32,ZA,1552955495,100,-34.05,23.37,68.9,5.66
357,navahrudak,0,BY,1552955495,85,53.59,25.82,35.06,11.81
358,roebourne,0,AU,1552955495,66,-20.77,117.15,79.52,4.65
359,dzidzantun,80,MX,1552955495,74,21.25,-89.05,76.55,5.32
360,marawi,100,PH,1552954592,95,8.0,124.29,73.99,4.0
361,pochutla,40,MX,1552955468,70,15.74,-96.47,86.0,6.93
362,ocampo,64,PH,1552955496,88,13.56,123.37,79.16,10.8
363,locri,20,IT,1552955435,62,38.24,16.26,59.0,6.93
364,hofn,92,IS,1552955496,95,64.25,-15.21,42.98,28.92
365,hearst,20,CA,1552955497,63,49.69,-83.67,17.24,2.19
366,saint-louis,0,CH,1552955492,82,47.59,7.56,36.0,3.36
367,ankazoabo,8,MG,1552955497,85,-22.29,44.51,70.16,3.76
368,peniche,0,PT,1552955143,93,39.36,-9.38,55.0,1.12
369,manta,76,RO,1552955410,79,45.1,24.1,39.0,5.77
370,college,75,US,1552955440,45,64.86,-147.8,50.0,5.82
371,ilhabela,0,BR,1552955246,96,-23.78,-45.36,81.5,13.82
372,te anau,0,NZ,1552955499,78,-45.41,167.72,65.3,3.42
373,calvia,75,ES,1552955288,100,39.57,2.51,55.99,3.36
374,togur,48,RU,1552955499,92,58.36,82.83,18.95,5.66
375,hambantota,20,LK,1552954200,100,6.12,81.12,75.2,5.82
376,pangai,20,TO,1552953600,74,-19.8,-174.35,84.2,6.93
377,matara,48,PE,1552955500,88,-13.74,-72.9,46.85,0.74
378,san luis,8,AR,1552955502,55,-33.3,-66.34,68.63,6.33
379,san carlos de bariloche,75,AR,1552953600,64,-41.13,-71.31,41.0,11.41
380,ukiah,1,US,1552955499,17,39.15,-123.21,75.2,12.75
381,verkhniye tatyshly,64,RU,1552955502,71,56.29,55.86,19.58,5.21
382,touros,0,BR,1552953600,88,-5.2,-35.46,80.6,4.7
383,polunochnoye,12,RU,1552955503,60,60.87,60.43,12.74,2.75
384,carauari,68,BR,1552955503,98,-4.88,-66.9,74.66,9.24
385,alaca,0,TR,1552955503,73,40.17,34.84,30.2,1.19
386,nizhniy kuranakh,48,RU,1552955503,69,58.84,125.49,8.24,3.53
387,sahibganj,0,IN,1552955503,94,25.24,87.63,56.84,2.75
388,cobija,75,BR,1552950000,88,-11.02,-68.77,82.4,3.36
389,taybad,64,IR,1552955504,94,34.74,60.78,40.55,15.84
390,santiago del estero,0,AR,1552955504,68,-27.8,-64.26,73.4,7.0
391,nioro,0,GM,1552955504,33,13.79,-15.05,77.45,8.9
392,mahajanga,20,MG,1552953600,88,-15.72,46.32,80.6,2.24
393,mundwa,0,IN,1552955504,60,27.06,73.82,58.1,2.75
394,srednekolymsk,44,RU,1552955505,58,67.46,153.71,-12.38,3.53
395,conil,76,FR,1552955505,83,44.97,3.72,34.07,7.0
396,half moon bay,5,US,1552955502,40,37.46,-122.43,77.0,13.87
397,warrington,40,GB,1552955343,93,53.39,-2.59,48.0,6.93
398,xinyu,88,CN,1552955505,93,27.8,114.93,58.01,3.76
399,kaseda,75,JP,1552955004,100,31.42,130.32,57.2,13.87
400,yulara,0,AU,1552953600,14,-25.24,130.99,87.8,12.75
401,rafai,0,CF,1552955507,54,4.95,23.92,72.5,6.44
402,amga,56,RU,1552955507,68,60.89,131.98,-2.03,3.09
403,ploemeur,75,FR,1552955494,93,47.73,-3.43,46.0,3.36
404,pangnirtung,20,CA,1552955507,70,66.15,-65.72,-16.52,18.07
405,taywarah,0,AF,1552955508,72,33.35,64.42,16.34,3.2
406,slave lake,1,CA,1552953600,49,55.28,-114.77,39.2,3.36
407,wewak,100,PG,1552955508,89,-3.55,143.63,78.89,3.42
408,astara,90,AZ,1552953360,100,38.42,48.87,48.2,11.41
409,guerrero negro,0,MX,1552955508,49,27.97,-114.04,66.74,12.71
410,sinnamary,64,GF,1552955508,94,5.38,-52.96,79.25,10.47
411,baykit,48,RU,1552955509,61,61.68,96.39,6.26,4.21
412,newnan,1,US,1552955201,28,33.38,-84.8,55.99,6.93
413,poyarkovo,80,RU,1552955509,67,49.62,128.65,28.31,3.42
414,yiyang,88,CN,1552955509,91,28.59,112.35,56.66,10.69
415,sarh,0,TD,1552953600,21,9.14,18.39,84.2,3.53
416,aswan,0,EG,1552950000,62,24.09,32.9,66.2,10.29
417,machachi,75,EC,1552954639,87,-0.51,-78.57,62.6,3.36
418,utete,80,TZ,1552955510,92,-7.99,38.76,77.9,2.86
419,villeneuve-sur-lot,90,FR,1552955505,87,44.41,0.7,44.6,5.82
420,costinesti,0,RO,1552953600,87,43.95,28.63,45.0,11.41
421,aklavik,75,CA,1552953600,45,68.22,-135.01,48.2,2.75
422,monroe,75,US,1552955500,64,41.91,-83.4,39.99,3.36
423,atar,32,MR,1552955512,19,20.52,-13.05,66.2,7.78
424,caranavi,68,BO,1552955512,87,-15.83,-67.57,69.53,1.41
425,goksun,0,TR,1552953000,71,38.02,36.5,51.8,1.12
426,whitehorse,75,CA,1552954983,46,60.72,-135.06,50.0,16.11
427,lata,44,IN,1552955512,70,30.78,78.62,39.83,2.3
428,leshukonskoye,92,RU,1552955512,82,64.9,45.76,34.7,9.69
429,murray bridge,0,AU,1552955486,36,-35.12,139.28,81.0,4.88
430,micheweni,92,TZ,1552955513,100,-4.97,39.83,80.87,8.12
431,bondo,0,CD,1552955513,48,3.81,23.69,78.53,3.65
432,yerbogachen,64,RU,1552955513,79,61.28,108.01,11.66,3.53
433,kasongo-lunda,68,CD,1552955513,97,-6.48,16.82,68.45,2.19
434,barroso,0,BR,1552953600,88,-23.67,-46.22,80.6,3.87
435,irbeyskoye,76,RU,1552955514,87,55.64,95.45,20.66,9.01
436,west plains,1,US,1552955323,32,36.73,-91.85,55.99,8.05
437,arawa,0,NG,1552955514,82,7.05,3.9,79.61,4.99
438,omboue,76,GA,1552955514,99,-1.57,9.26,84.65,5.66
439,mogocha,48,RU,1552955514,46,53.73,119.76,13.91,7.78
440,rolante,0,BR,1552955305,88,-29.65,-50.58,73.4,5.82
441,chalmette,90,US,1552955383,67,29.94,-89.96,62.01,3.36
442,suntar,48,RU,1552955514,63,62.16,117.65,3.38,2.75
443,roswell,1,US,1552955356,25,33.39,-104.52,62.6,10.29
444,kibre mengist,0,ET,1552955516,74,5.87,38.99,54.05,3.09
445,aguimes,75,ES,1552955435,63,27.91,-15.45,64.4,20.8
446,bereda,20,ES,1552955469,81,43.27,-7.54,50.0,2.24
447,balkhash,0,KZ,1552955516,83,46.84,74.98,17.96,19.86
448,general roca,40,AR,1552953600,27,-39.03,-67.58,64.4,8.05
449,cape coast,12,GH,1552955517,82,5.11,-1.24,79.7,6.67
450,caravelas,0,BR,1552955517,100,-17.73,-39.27,83.75,17.29
451,suhbaatar,0,MN,1552955517,63,50.23,106.21,18.95,9.57
452,deputatskiy,12,RU,1552955517,48,69.3,139.9,-17.78,3.2
453,changde,80,CN,1552955517,85,29.04,111.68,55.13,2.75
454,staunton,1,US,1552955499,38,38.15,-79.07,39.99,3.36
455,bandarbeyla,92,SO,1552955518,100,9.49,50.81,77.63,8.01
456,banda aceh,12,ID,1552955518,99,5.56,95.32,75.2,2.64
457,yeppoon,20,AU,1552953600,58,-23.13,150.74,86.0,3.36
458,tutoia,48,BR,1552955285,88,-2.76,-42.27,78.89,5.88
459,igrim,0,RU,1552955518,76,63.19,64.42,13.55,3.2
460,erzin,0,TR,1552953000,100,36.95,36.2,50.0,6.93
461,brzesko,0,PL,1552955444,74,49.97,20.61,37.0,3.36
462,billings,1,US,1552955207,52,45.79,-108.5,48.0,16.11
463,buarcos,0,PT,1552955413,93,40.16,-8.88,54.0,1.12
464,mogadishu,0,SO,1552955500,99,2.04,45.34,81.68,18.52
465,flin flon,20,CA,1552950000,45,54.77,-101.88,46.4,12.75
466,palmer,90,US,1552955490,65,61.6,-149.11,45.0,18.34
467,umm lajj,8,SA,1552955519,100,25.02,37.27,60.8,8.46
468,kawanishi,75,JP,1552955348,71,34.87,135.41,52.0,4.7
469,la gomera,40,GT,1552953600,66,14.09,-91.05,86.0,10.25
470,dubbo,0,AU,1552953600,53,-32.25,148.6,75.2,8.05
471,tehri,44,IN,1552955520,70,30.38,78.48,39.83,2.3
472,doka,0,SD,1552955520,30,13.52,35.76,74.57,9.69
473,opuwo,36,NA,1552955521,44,-18.06,13.84,68.36,3.53
474,tiznit,0,MA,1552955521,91,29.7,-9.73,57.38,3.42
475,san antonio,0,CL,1552953600,62,-33.58,-71.61,59.0,5.82
476,la baule-escoublac,90,FR,1552955407,93,47.28,-2.4,48.0,3.36
477,samarai,68,PG,1552955523,100,-10.62,150.67,80.33,3.98
478,manzhouli,68,CN,1552955524,60,49.6,117.43,30.74,13.94
479,japura,48,ID,1552955524,96,-0.42,102.29,71.87,2.64
480,rio grande,88,BR,1552955275,99,-32.03,-52.1,71.06,8.01
481,jiwani,0,PK,1552955524,83,25.05,61.74,66.38,15.05
482,kavieng,0,PG,1552955524,95,-2.57,150.8,85.73,9.35
483,pojuca,20,BR,1552953600,79,-12.42,-38.33,84.2,12.75
484,tanete,8,ID,1552955525,74,-3.94,119.78,82.94,5.88
485,state college,75,US,1552955430,37,40.79,-77.86,37.0,13.87
486,marburg,8,DE,1552955480,92,50.81,8.78,37.0,2.24
487,lompoc,20,US,1552955523,67,34.64,-120.46,70.0,6.93
488,dunedin,0,NZ,1552955375,74,-45.87,170.5,63.0,15.99
489,san vicente,0,SV,1552955145,66,13.64,-88.78,84.2,6.93
490,natal,20,BR,1552953600,83,-5.81,-35.21,80.6,3.36
491,hamilton,90,BM,1552955487,93,32.3,-64.78,59.0,18.34
492,san cristobal,75,EC,1552955515,77,-0.39,-78.55,62.6,8.05
493,kulhudhuffushi,76,MV,1552955528,100,6.62,73.07,83.93,7.0
494,salta,40,AR,1552953600,82,-24.79,-65.41,71.6,5.82
495,mezen,88,RU,1552955528,86,65.85,44.24,33.71,9.24
496,klaksvik,88,FO,1552954800,93,62.23,-6.59,44.6,10.29
497,tenenkou,0,ML,1552955529,55,14.46,-4.91,78.98,5.21
498,sept-iles,75,CA,1552954997,57,50.2,-66.38,21.0,9.17
499,bayir,0,TR,1552953000,93,37.27,28.22,48.0,3.36
500,santa isabel do rio negro,36,BR,1552955369,83,-0.41,-65.02,80.51,3.98
501,macau,36,BR,1552955529,90,-5.11,-36.64,77.36,5.44
502,les cayes,0,HT,1552955530,100,18.19,-73.75,77.27,9.35
503,mbandaka,32,CD,1552955530,95,0.05,18.26,75.83,2.75
504,phibun mangsahan,12,TH,1552953600,61,15.24,105.23,78.8,3.36
505,mayskiy,40,RU,1552953600,80,43.63,44.06,35.6,2.24
506,haines junction,92,CA,1552955530,92,60.75,-137.51,37.13,2.86
507,ibirataia,0,BR,1552955530,64,-14.07,-39.64,79.61,7.67
508,borovoy,76,RU,1552955531,91,63.23,52.89,30.65,9.24
509,shihezi,24,CN,1552955531,73,44.3,86.03,16.25,3.65
510,beira,20,ES,1552955473,81,43.2,-8.36,51.01,2.24
511,opoczno,0,PL,1552955430,81,51.38,20.29,39.0,13.04
512,margate,75,AU,1552955499,59,-43.03,147.26,71.01,4.7
513,gamba,0,CN,1552955531,26,28.28,88.52,-16.16,1.19
514,mount gambier,90,AU,1552953600,88,-37.83,140.78,66.2,10.29
515,bethel,40,US,1552953360,73,60.79,-161.76,23.0,14.99
516,itaituba,32,BR,1552955533,90,-4.26,-55.99,78.26,2.42
517,greenwood,1,US,1552955402,28,32.03,-101.9,62.6,11.41
518,areka,8,ET,1552955534,51,7.07,37.71,60.44,4.76
519,miri,0,NG,1552955535,55,10.31,9.75,66.29,3.76
520,stolin,68,BY,1552955535,91,51.89,26.85,36.68,5.66
521,ampanihy,100,MG,1552955536,92,-24.69,44.75,69.53,3.87
522,tadine,92,NC,1552955536,99,-21.55,167.88,78.98,12.37
523,belmonte,0,PT,1552955476,62,40.36,-7.35,44.01,3.0
524,saint-georges,48,CA,1552955508,51,46.12,-70.67,19.0,5.44
525,henties bay,0,NA,1552953732,91,-22.12,14.28,62.01,3.0
526,moose factory,1,CA,1552953600,65,51.26,-80.61,6.8,8.05
527,tiarei,20,PF,1552955002,70,-17.53,-149.33,87.8,4.7
528,akonolinga,8,CM,1552955538,96,3.77,12.24,70.25,1.97
529,hilton head island,1,US,1552955500,44,32.16,-80.75,62.6,3.36
530,pangody,8,RU,1552955538,60,65.85,74.49,4.91,8.34
531,zvishavane,32,ZW,1552955538,86,-20.32,30.05,56.39,2.64
532,leeton,0,AU,1552953600,42,-34.55,146.4,82.4,8.05
533,mayumba,80,GA,1552955539,100,-3.44,10.65,78.89,5.77
534,rach gia,40,VN,1552953600,88,10.02,105.08,80.6,2.24
535,cherskiy,24,RU,1552955539,74,68.75,161.3,-11.39,8.9
536,dauriya,88,RU,1552955539,77,49.93,116.85,29.21,16.84
537,coari,80,BR,1552955539,85,-4.09,-63.14,81.86,3.98
538,manakara,92,MG,1552955539,95,-22.14,48.01,78.17,7.23
539,nome,1,US,1552955498,39,30.04,-94.42,66.2,6.93
540,springdale,1,US,1552955253,29,36.19,-94.13,60.8,6.93
541,sarkand,44,KZ,1552955275,94,45.41,79.91,20.66,3.76
542,champerico,40,MX,1552952460,60,16.38,-93.6,73.4,20.8
543,zehdenick,88,DE,1552955530,80,52.98,13.33,41.0,12.75
544,kudahuvadhoo,56,MV,1552955541,100,2.67,72.89,81.41,4.54
545,ezhou,0,CN,1552955542,87,30.41,114.88,57.02,14.5
546,tezu,88,IN,1552955542,97,27.93,96.16,50.27,1.74
547,bonavista,36,CA,1552955405,89,48.65,-53.11,25.0,3.0
